Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,70.870003,72.660004,70.650002,71.589996,71.589996,42621300
2023-01-18,71.870003,72.779999,70.5,70.529999,70.529999,39538700
2023-01-19,68.970001,69.25,67.269997,67.709999,67.709999,47189900
2023-01-20,68.010002,70.129997,67.449997,70.07,70.07,47757600
2023-01-23,72.220001,76.589996,71.540001,76.529999,76.529999,84293200
2023-01-24,73.75,75.639999,73.419998,74.699997,74.699997,60822600
2023-01-25,72.900002,75.120003,72.089996,74.910004,74.910004,49932600
2023-01-26,76.5,77.080002,74.279999,75.160004,75.160004,49583900
2023-01-27,73.699997,76.739998,73.489998,75.400002,75.400002,58118600
2023-01-30,74.230003,74.639999,72.400002,72.449997,72.449997,48105200
2023-01-31,72.260002,75.199997,72.029999,75.150002,75.150002,71669100
2023-02-01,78.470001,85.480003,77.879997,84.639999,84.639999,152548200
2023-02-02,84.290001,88.940002,83.199997,88.309998,88.309998,97762100
2023-02-03,86.660004,88.800003,85.830002,86.089996,86.089996,66557800
2023-02-06,84.629997,86.279999,83.220001,83.68,83.68,53008900
2023-02-07,84.32,86.25,82.519997,85.910004,85.910004,65291900
2023-02-08,85.879997,88.0,84.540001,84.690002,84.690002,54140400
2023-02-09,85.879997,86.669998,82.760002,83.209999,83.209999,46525400
2023-02-10,82.290001,82.709999,80.470001,81.480003,81.480003,49332600
2023-02-13,81.57,84.150002,80.900002,83.129997,83.129997,45400000
2023-02-14,82.699997,86.190002,81.769997,85.949997,85.949997,55979700
2023-02-15,85.099998,85.889999,83.32,85.18,85.18,46430200
2023-02-16,82.980003,83.349998,80.050003,80.080002,80.080002,57755200
2023-02-17,79.599998,79.650002,77.370003,78.5,78.5,47826600
2023-02-21,77.150002,78.459999,76.449997,76.769997,76.769997,44045600
2023-02-22,76.93,78.129997,75.919998,76.610001,76.610001,50286800
2023-02-23,80.629997,81.790001,77.970001,79.75,79.75,76391300
2023-02-24,77.75,78.809998,76.940002,78.089996,78.089996,46700000
2023-02-27,79.639999,80.120003,78.529999,78.769997,78.769997,45617300
2023-02-28,77.870003,80.139999,77.419998,78.580002,78.580002,44220100
2023-03-01,78.550003,80.290001,77.879997,78.290001,78.290001,44266000
2023-03-02,77.57,80.919998,76.650002,80.440002,80.440002,60108600
2023-03-03,80.400002,81.629997,79.339996,81.519997,81.519997,54536200
2023-03-06,82.029999,83.300003,81.040001,81.160004,81.160004,54541300
2023-03-07,81.07,84.849998,80.669998,82.110001,82.110001,70959000
2023-03-08,82.790001,85.769997,82.279999,85.370003,85.370003,69529800
2023-03-09,85.290001,87.809998,83.589996,84.029999,84.029999,79496700
2023-03-10,84.470001,85.449997,81.629997,82.669998,82.669998,70273600
2023-03-13,81.389999,83.830002,78.519997,82.010002,82.010002,65269100
2023-03-14,83.669998,88.300003,83.589996,87.449997,87.449997,66616300
2023-03-15,86.769997,90.419998,86.220001,89.68,89.68,86177400
2023-03-16,89.720001,96.690002,89.019997,96.599998,96.599998,115839200
2023-03-17,96.660004,98.75,95.940002,97.839996,97.839996,94080800
2023-03-20,96.300003,96.940002,92.900002,96.809998,96.809998,92008900
2023-03-21,97.0,99.459999,93.639999,95.93,95.93,85285300
2023-03-22,95.650002,101.699997,95.639999,97.580002,97.580002,110816300
2023-03-23,100.050003,102.43,98.669998,100.279999,100.279999,84088900
2023-03-24,99.18,99.519997,96.739998,97.949997,97.949997,64712400
2023-03-27,98.019997,98.93,95.43,96.610001,96.610001,57461400
2023-03-28,96.769997,96.940002,92.870003,94.559998,94.559998,59150100
2023-03-29,96.07,96.910004,94.870003,96.089996,96.089996,55326000
2023-03-30,98.0,99.529999,97.25,97.879997,97.879997,59678500
2023-03-31,96.339996,98.360001,95.269997,98.010002,98.010002,55861100
2023-04-03,96.699997,96.790001,94.809998,96.559998,96.559998,50655300
2023-04-04,97.040001,97.269997,95.209999,95.870003,95.870003,43195900
2023-04-05,94.349998,94.5,91.360001,92.559998,92.559998,52979300
2023-04-06,91.470001,92.910004,90.620003,92.470001,92.470001,47778400
2023-04-10,91.32,95.800003,91.019997,95.480003,95.480003,52536300
2023-04-11,96.059998,96.07,92.690002,94.029999,94.029999,51935800
2023-04-12,94.970001,95.0,91.739998,92.330002,92.330002,53383100
2023-04-13,92.790001,93.160004,91.830002,92.089996,92.089996,40572500
2023-04-14,91.82,92.970001,90.5,91.75,91.75,38734800
2023-04-17,90.230003,90.690002,88.300003,89.870003,89.870003,47250800
2023-04-18,91.610001,92.160004,89.330002,89.779999,89.779999,46246300
2023-04-19,88.510002,90.540001,88.220001,89.940002,89.940002,37344500
2023-04-20,88.830002,91.580002,88.730003,90.110001,90.110001,47082700
2023-04-21,89.800003,89.800003,88.059998,88.43,88.43,41118300
2023-04-24,88.110001,88.639999,86.339996,87.57,87.57,40423800
2023-04-25,86.900002,87.059998,83.760002,83.800003,83.800003,52771500
2023-04-26,86.510002,87.349998,85.32,85.940002,85.940002,47786600
2023-04-27,86.410004,87.57,84.089996,87.440002,87.440002,53087200
2023-04-28,87.019997,89.75,86.440002,89.370003,89.370003,50652100
2023-05-01,91.029999,91.040001,88.610001,89.690002,89.690002,59358700
2023-05-02,89.32,90.459999,88.120003,89.910004,89.910004,70483500
2023-05-03,83.540001,85.480003,81.019997,81.620003,81.620003,109482200
2023-05-04,81.57,91.639999,81.110001,86.610001,86.610001,122840500
2023-05-05,84.989998,90.43,84.720001,89.839996,89.839996,78407400
2023-05-08,89.989998,95.660004,89.169998,95.040001,95.040001,95503200
2023-05-09,94.889999,96.160004,93.43,95.059998,95.059998,68674800
2023-05-10,96.419998,99.940002,96.120003,97.019997,97.019997,95619500
2023-05-11,98.160004,99.190002,96.139999,97.099998,97.099998,57061000
2023-05-12,96.830002,97.449997,93.68,95.260002,95.260002,53790400
2023-05-15,95.199997,97.43,93.449997,97.400002,97.400002,51749200
2023-05-16,97.389999,103.279999,97.309998,101.480003,101.480003,90622900
2023-05-17,101.790001,104.139999,100.050003,103.75,103.75,75240900
2023-05-18,103.980003,108.099998,103.93,107.93,107.93,74338700
2023-05-19,106.360001,107.290001,104.620003,105.82,105.82,67830600
2023-05-22,104.68,108.790001,103.489998,108.0,108.0,65424200
2023-05-23,107.25,110.989998,107.190002,108.120003,108.120003,73099100
2023-05-24,105.980003,108.910004,105.639999,108.269997,108.269997,65910500
2023-05-25,117.309998,120.690002,115.800003,120.349998,120.349998,108514700
2023-05-26,122.459999,127.43,120.889999,127.029999,127.029999,92922800
2023-05-30,130.419998,130.789993,123.510002,125.269997,125.269997,98902300
2023-05-31,122.419998,123.959999,117.860001,118.209999,118.209999,87552200
2023-06-01,117.290001,121.279999,116.599998,119.470001,119.470001,66032900
2023-06-02,120.75,121.660004,117.68,117.860001,117.860001,52331100
2023-06-05,116.589996,119.32,116.419998,117.93,117.93,52602900
2023-06-06,117.910004,124.419998,117.739998,124.230003,124.230003,75257500
2023-06-07,124.029999,125.339996,117.07,117.830002,117.830002,81755200
2023-06-08,118.300003,122.209999,117.050003,121.050003,121.050003,65246900
2023-06-09,123.57,127.25,123.550003,124.919998,124.919998,75051600
2023-06-12,128.520004,130.479996,126.400002,129.190002,129.190002,85394700
2023-06-13,132.320007,132.830002,122.449997,124.529999,124.529999,132461900
2023-06-14,126.529999,127.730003,123.809998,127.330002,127.330002,95888100
2023-06-15,125.389999,125.699997,122.260002,124.239998,124.239998,85587100
2023-06-16,125.82,125.849998,119.900002,120.080002,120.080002,81846900
2023-06-20,119.089996,121.75,117.699997,118.93,118.93,58851800
2023-06-21,118.489998,119.190002,111.669998,112.110001,112.110001,82835600
2023-06-22,112.239998,114.0,109.849998,110.699997,110.699997,70754800
2023-06-23,109.309998,111.099998,107.459999,110.010002,110.010002,73545600
2023-06-26,110.949997,112.550003,107.199997,107.510002,107.510002,68557000
2023-06-27,108.57,110.970001,107.080002,110.389999,110.389999,59381600
2023-06-28,108.209999,111.779999,107.629997,110.169998,110.169998,67534100
2023-06-29,112.07,112.760002,109.839996,111.239998,111.239998,58347200
2023-06-30,113.029999,114.690002,112.410004,113.910004,113.910004,53331900
2023-07-03,115.160004,116.730003,114.510002,115.82,115.82,31860000
2023-07-05,116.099998,117.660004,113.860001,113.949997,113.949997,49501600
2023-07-06,112.07,113.790001,110.309998,113.480003,113.480003,42342000
2023-07-07,114.160004,115.330002,113.040001,113.169998,113.169998,37135100
2023-07-10,113.0,113.610001,109.879997,113.580002,113.580002,49330200
2023-07-11,111.660004,113.269997,109.5,111.32,111.32,59899500
2023-07-12,112.889999,115.400002,112.309998,114.580002,114.580002,57993100
2023-07-13,115.760002,116.160004,113.580002,115.919998,115.919998,49206700
2023-07-14,116.169998,122.120003,115.25,115.940002,115.940002,91847300
2023-07-17,115.949997,118.839996,112.730003,118.32,118.32,68593300
2023-07-18,117.550003,118.43,115.190002,117.93,117.93,57915300
